Title,Ratings,Votings,Duration,Genre
457. The American Backyard,6.2, (151),1h 47m,Thriller
458. Hunting with Tigers,5.6, (519),1h 49m,Thriller
459. Somnium,8.5, (40),1h 32m,Thriller
460. Dirty Boy,8.4, (19),1h 38m,Thriller
461. Beyond the Rush,8.2, (375),1h 34m,Thriller
462. Out of Control,5.9, (104),1h 51m,Thriller
463. Earthquake Underground,3.3, (192),1h 23m,Thriller
465. The Stalking,4.0, (39),1h 12m,Thriller
466. Till Death Do Us Part,6.3, (269),1h 48m,Thriller
467. Gaami,6.4, (2K),2h 27m,Thriller
468. The Haunted Apartment,7.0, (96),1h 43m,Thriller
469. Unit 234,5.5, (276),1h 26m,Thriller
470. Merry Christmas,6.9, (30K),2h 24m,Thriller
471. Balestra,5.1, (519),2h 25m,Thriller
472. Unpredictable,5.4, (403),1h 41m,Thriller
473. Three Kilometres to the End of the World,7.0, (881),1h 45m,Thriller
474. Black,7.1, (2.7K),1h 55m,Thriller
476. Lost Angels,7.0, (23),1h 36m,Thriller
477. FanGirl,4.4, (34),1h 20m,Thriller
478. Bone Lake,6.9, (44),1h 34m,Thriller
479. Haunt Season,4.9, (773),1h 21m,Thriller
480. The Smile Man,7.6, (1.5K),2h 2m,Thriller
481. Demise,4.2, (306),2h 15m,Thriller
482. From Embers,4.8, (129),1h 39m,Thriller
483. Seeds,6.7, (57),1h 22m,Thriller
484. Final Heist,4.4, (150),1h 23m,Thriller
485. Shark Warning,3.4, (259),1h 34m,Thriller
486. Dilemma,5.7, (443),1h 24m,Thriller
